% "Data source: Yan Liu and Jing Cynthia Wu, ""Reconstructing the Yield Curve"", Journal of Financial Economics, 2021, 142 (3), 1395-1425.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% "Date (first column) in ""YYYYMM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Data: Annualized continuously-compounded zero-coupon yields in percentage points. Each column corresponds to a maturity between 1 to 360 months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  1 m,  2 m,  3 m,  4 m,  5 m,  6 m,  7 m,  8 m,  9 m, 10 m, 11 m, 12 m, 13 m, 14 m, 15 m, 16 m, 17 m, 18 m, 19 m, 20 m, 21 m, 22 m, 23 m, 24 m, 25 m, 26 m, 27 m, 28 m, 29 m, 30 m, 31 m, 32 m, 33 m, 34 m, 35 m, 36 m, 37 m, 38 m, 39 m, 40 m, 41 m, 42 m, 43 m, 44 m, 45 m, 46 m, 47 m, 48 m, 49 m, 50 m, 51 m, 52 m, 53 m, 54 m, 55 m, 56 m, 57 m, 58 m, 59 m, 60 m, 61 m, 62 m, 63 m, 64 m, 65 m, 66 m, 67 m, 68 m, 69 m, 70 m, 71 m, 72 m, 73 m, 74 m, 75 m, 76 m, 77 m, 78 m, 79 m, 80 m, 81 m, 82 m, 83 m, 84 m, 85 m, 86 m, 87 m, 88 m, 89 m, 90 m, 91 m, 92 m, 93 m, 94 m, 95 m, 96 m, 97 m, 98 m, 99 m,100 m,101 m,102 m,103 m,104 m,105 m,106 m,107 m,108 m,109 m,110 m,111 m,112 m,113 m,114 m,115 m,116 m,117 m,118 m,119 m,120 m,121 m,122 m,123 m,124 m,125 m,126 m,127 m,128 m,129 m,130 m,131 m,132 m,133 m,134 m,135 m,136 m,137 m,138 m,139 m,140 m,141 m,142 m,143 m,144 m,145 m,146 m,147 m,148 m,149 m,150 m,151 m,152 m,153 m,154 m,155 m,156 m,157 m,158 m,159 m,160 m,161 m,162 m,163 m,164 m,165 m,166 m,167 m,168 m,169 m,170 m,171 m,172 m,173 m,174 m,175 m,176 m,177 m,178 m,179 m,180 m,181 m,182 m,183 m,184 m,185 m,186 m,187 m,188 m,189 m,190 m,191 m,192 m,193 m,194 m,195 m,196 m,197 m,198 m,199 m,200 m,201 m,202 m,203 m,204 m,205 m,206 m,207 m,208 m,209 m,210 m,211 m,212 m,213 m,214 m,215 m,216 m,217 m,218 m,219 m,220 m,221 m,222 m,223 m,224 m,225 m,226 m,227 m,228 m,229 m,230 m,231 m,232 m,233 m,234 m,235 m,236 m,237 m,238 m,239 m,240 m,241 m,242 m,243 m,244 m,245 m,246 m,247 m,248 m,249 m,250 m,251 m,252 m,253 m,254 m,255 m,256 m,257 m,258 m,259 m,260 m,261 m,262 m,263 m,264 m,265 m,266 m,267 m,268 m,269 m,270 m,271 m,272 m,273 m,274 m,275 m,276 m,277 m,278 m,279 m,280 m,281 m,282 m,283 m,284 m,285 m,286 m,287 m,288 m,289 m,290 m,291 m,292 m,293 m,294 m,295 m,296 m,297 m,298 m,299 m,300 m,301 m,302 m,303 m,304 m,305 m,306 m,307 m,308 m,309 m,310 m,311 m,312 m,313 m,314 m,315 m,316 m,317 m,318 m,319 m,320 m,321 m,322 m,323 m,324 m,325 m,326 m,327 m,328 m,329 m,330 m,331 m,332 m,333 m,334 m,335 m,336 m,337 m,338 m,339 m,340 m,341 m,342 m,343 m,344 m,345 m,346 m,347 m,348 m,349 m,350 m,351 m,352 m,353 m,354 m,355 m,356 m,357 m,358 m,359 m,360 m
196204,2.694317072,2.726313556,2.756875195,2.786093272,2.813984663,2.840559916,2.86585914,2.889882729,2.912496,2.933427789,2.952438991,2.969608382,2.98539953,3.000381044,3.015109091,3.030339608,3.047103877,3.066387325,3.088713796,3.113989184,3.141566086,3.17035357,3.198953254,3.225897589,3.249986383,3.270582604,3.287703397,3.301869224,3.313825095,3.324288036,3.333807979,3.342744339,3.351316387,3.35968168,3.368006364,3.376495861,3.385363957,3.394756308,3.404691097,3.415068223,3.425730463,3.436523274,3.44732382,3.458043534,3.468619319,3.479003861,3.489159198,3.49905418,3.508665139,3.517978554,3.526994148,3.53572661,3.544204594,3.552466725,3.560555747,3.568512682,3.576372572,3.584162422,3.59190104,3.599600007,3.607265064,3.614897446,3.622494978,3.630052893,3.637564468,3.64502154,3.652414994,3.659735267,3.666972884,3.67411905,3.681166237,3.688108773,3.69494334,3.701669371,3.708289272,3.714808454,3.721235173,3.727580171,3.733856173,3.740077274,3.746258278,3.752414037,3.758558851,3.764705945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196205,2.466784791,2.552220011,2.619222146,2.670099782,2.708251773,2.738109356,2.763978189,2.788772507,2.813770526,2.839067979,2.863951098,2.887255097,2.908232067,2.927141607,2.944537782,2.960616485,2.97581398,2.991791049,3.010813082,3.033504177,3.05835095,3.083344711,3.10708972,3.128886994,3.148552607,3.166268668,3.182442085,3.197552395,3.21202641,3.226175849,3.240197425,3.254208024,3.268284714,3.282489741,3.296873154,3.311458591,3.326229395,3.341131496,3.356092135,3.371038973,3.385908078,3.40064114,3.415177757,3.429447632,3.443365532,3.456831406,3.469738292,3.481989707,3.493524127,3.504337934,3.514494793,3.524114273,3.533344317,3.54233088,3.551196904,3.560034634,3.568908095,3.577860203,3.586920249,3.596109693,3.605445836,3.614943686,3.624616559,3.634475866,3.644530434,3.654785603,3.66524226,3.675895959,3.68673625,3.697746344,3.708903186,3.720177996,3.731537266,3.742944139,3.75436004,3.765746418,3.777066426,3.788286421,3.79937719,3.810314858,3.821081481,3.831665356,3.842061067,3.852269331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196206,2.906498637,2.917687697,2.92972302,2.943845682,2.960927232,2.980908006,3.002669185,3.024538459,3.044908203,3.062586335,3.07715386,3.089260802,3.100017134,3.109996411,3.119412197,3.129162527,3.141441788,3.158735668,3.18193225,3.209888929,3.240250541,3.270278987,3.297714826,3.321504291,3.341803566,3.35942152,3.375279828,3.390098734,3.404266119,3.417872499,3.430868077,3.443207801,3.454897271,3.46597711,3.476509928,3.486582109,3.496300112,3.505772282,3.515087699,3.524304772,3.533450848,3.542527235,3.551514861,3.560379321,3.569076552,3.577561209,3.585798929,3.593780929,3.601535619,3.609130041,3.616657377,3.624214726,3.631881379,3.6397066,3.647709068,3.655884232,3.664214194,3.672676419,3.681249796,3.689918115,3.698671524,3.707506549,3.716425085,3.725432569,3.734535525,3.743738719,3.753042285,3.762439322,3.771914452,3.781443705,3.790995806,3.800534569,3.810021907,3.819420826,3.828697931,3.837825171,3.84678078,3.855549539,3.864122562,3.872496811,3.880674519,3.88866261,3.896472193,3.904118143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196207,2.694136208,2.763613527,2.831375809,2.896491534,2.957341886,3.01210814,3.059519566,3.09928994,3.132015835,3.158973933,3.182050337,3.203264237,3.223850348,3.244026701,3.26361843,3.282529912,3.300785667,3.318488021,3.33578397,3.352783623,3.369476951,3.385705732,3.401208838,3.415729251,3.429128945,3.441441091,3.452834353,3.463528056,3.473716865,3.483538316,3.493083692,3.502433327,3.511688703,3.520974751,3.530406818,3.540049671,3.549903009,3.559918407,3.570026434,3.580155071,3.590235523,3.600200364,3.60998027,3.619504124,3.628705611,3.637537121,3.645987888,3.654098472,3.661961623,3.669704605,3.677458766,3.685330053,3.693382363,3.701636637,3.710080702,3.718682718,3.727403157,3.736203291,3.745050192,3.753919048,3.76279364,3.771665569,3.780532605,3.789396355,3.798259487,3.807122834,3.815982787,3.8248295,3.833646281,3.842410334,3.851094684,3.859670852,3.868111726,3.876394122,3.884500704,3.89242116,3.900152687,3.907699931,3.915074581,3.922294754,3.929384306,3.93637212,3.943291429,3.95017917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196208,2.677249112,2.744572705,2.807314079,2.864171452,2.913723057,2.954902401,2.987456024,3.012030622,3.029960529,3.04306568,3.053329337,3.062166693,3.069905147,3.076325352,3.081704388,3.087090485,3.093612972,3.101810594,3.111594553,3.122551897,3.134209047,3.146174033,3.15819811,3.170180084,3.182121391,3.194060758,3.206029165,3.218043745,3.230132989,3.24237596,3.254932509,3.268032669,3.281903969,3.296665959,3.312268067,3.328516056,3.34515219,3.361924964,3.378619342,3.395056435,3.411082024,3.426557607,3.44136003,3.45539053,3.468589989,3.480953699,3.492537612,3.503450866,3.513835928,3.523843771,3.533612846,3.543257065,3.552862998,3.562493253,3.572192434,3.581993086,3.591920352,3.601995088,3.612235628,3.622658595,3.6332791,3.64411061,3.655164668,3.666450599,3.677975277,3.689743009,3.701755553,3.714012295,3.726510552,3.739245999,3.752213168,3.765405978,3.778818254,3.79244419,3.806278735,3.820317879,3.834558836,3.849000139,3.863641655,3.878484538,3.893531139,3.90878489,3.924250173,3.939932172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196209,2.689115879,2.734222674,2.773411534,2.806621777,2.83408992,2.856505489,2.875027259,2.891029822,2.905667637,2.919591346,2.933050359,2.94613334,2.958774959,2.970673972,2.981524961,2.991386906,3.000657132,3.009790004,3.019179683,3.029203266,3.040247038,3.052637379,3.066515778,3.081772658,3.098115035,3.115209156,3.132786029,3.150670218,3.168761265,3.187001803,3.205347254,3.223744135,3.24212451,3.260417185,3.278563344,3.296522949,3.314269643,3.33178041,3.349026029,3.365965045,3.382542283,3.398692742,3.414351539,3.429469053,3.444027351,3.458051095,3.471606538,3.484787404,3.497693357,3.510410083,3.522997531,3.535487488,3.547887643,3.560188264,3.572368623,3.584401835,3.596257939,3.607905695,3.619313827,3.630452524,3.641295876,3.651825615,3.662035924,3.671938311,3.681565025,3.690969499,3.700223163,3.709409219,3.718615003,3.727924761,3.73741416,3.747146961,3.757173597,3.767531042,3.778243393,3.789322761,3.800770279,3.812577208,3.824726172,3.837192566,3.849946147,3.862952755,3.87617606,3.889579223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196210,2.501814441,2.573690283,2.635552925,2.686077471,2.724751137,2.752419663,2.771461007,2.785212367,2.797078638,2.809836025,2.825011845,2.842647269,2.86238305,2.884807462,2.910846142,2.940009051,2.970014817,2.998086555,3.022298126,3.042068603,3.058004295,3.071391916,3.083589878,3.095625043,3.108113544,3.121361516,3.135474676,3.150425051,3.166097701,3.182334426,3.198967821,3.215839582,3.232808954,3.249758394,3.266596353,3.283254428,3.299679314,3.315822878,3.331633998,3.347054922,3.362023998,3.376485456,3.390404588,3.403783242,3.41666804,3.429145325,3.441323185,3.453307986,3.46518504,3.47700926,3.488805665,3.500575931,3.512306681,3.523976709,3.535561985,3.547038455,3.558383187,3.56957464,3.580592839,3.591420166,3.602043158,3.612455217,3.622659488,3.632670758,3.642515312,3.652228395,3.661849817,3.671418845,3.680969558,3.690527403,3.700107189,3.709712381,3.719335439,3.728958941,3.738557351,3.748099289,3.757550197,3.766875235,3.776042179,3.785024094,3.793801517,3.802363997,3.810710863,3.818851243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196211,2.651923272,2.725820564,2.788040551,2.836673293,2.869728753,2.887117878,2.892326669,2.891644604,2.891477901,2.896261898,2.907772601,2.925507088,2.948222891,2.975203327,3.00570565,3.038048075,3.069649913,3.097904025,3.12145787,3.140710691,3.156944387,3.171301738,3.184486985,3.196916257,3.208891216,3.220654877,3.23238558,3.244197075,3.256146379,3.268232718,3.280393284,3.292512569,3.304448045,3.316058301,3.327220381,3.337835255,3.3478286,3.357154099,3.365802005,3.373810692,3.381275115,3.388344899,3.395207713,3.402060207,3.409075557,3.416378791,3.424036997,3.432064284,3.440435912,3.449104719,3.458014878,3.467110905,3.476342,3.485662898,3.495032671,3.504412795,3.513765628,3.52305426,3.532244293,3.54130753,3.550226591,3.558998727,3.567637103,3.57616874,3.584629711,3.593059205,3.601494103,3.609965088,3.618494488,3.62709552,3.635772467,3.644521402,3.653331238,3.662185028,3.671061499,3.67993678,3.688786283,3.697586584,3.706317174,3.714961902,3.723510001,3.731956619,3.740302865,3.748555418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196212,2.941374564,2.943275223,2.946843387,2.952084697,2.958600656,2.965693462,2.97285142,2.98027922,2.988813768,2.99921564,3.011631678,3.025862438,3.042062838,3.060783913,3.082118091,3.104951195,3.127250244,3.147300032,3.164616068,3.179651686,3.193039712,3.205229876,3.216527009,3.227210707,3.237557702,3.24779901,3.258094428,3.268534343,3.279144051,3.289885717,3.300669362,3.311376079,3.321882657,3.33207657,3.341860185,3.351150271,3.359879357,3.368002164,3.375506401,3.382423724,3.388834724,3.394862806,3.400656201,3.40636322,3.412109308,3.417983105,3.424033845,3.430277596,3.436707669,3.443305031,3.450046373,3.456909183,3.463874237,3.470926335,3.478054147,3.485249885,3.49250931,3.499832265,3.507223602,3.514693985,3.522259949,3.529942799,3.537766451,3.545754757,3.553929018,3.562306132,3.570897469,3.579708307,3.58873757,3.597977721,3.607414773,3.617028508,3.626793032,3.636677765,3.646648912,3.656671319,3.666710563,3.676735049,3.686717846,3.696638102,3.706481876,3.716242383,3.725919689,3.735519969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196301,2.914764544,2.93290033,2.947076146,2.956781636,2.962112366,2.964256916,2.965401443,2.967763654,2.972513453,2.97958311,2.988391757,2.998629411,3.010269401,3.022905199,3.035449747,3.04682002,3.056758025,3.06576796,3.074549754,3.083726429,3.093877814,3.105489122,3.118744777,3.133471016,3.149330767,3.166036625,3.183415103,3.201351743,3.219711717,3.238303281,3.256894852,3.275253951,3.293174875,3.310486055,3.327046288,3.34274196,3.357491926,3.371260089,3.384070247,3.396014641,3.407248395,3.41796762,3.428376866,3.438657023,3.448943841,3.459321203,3.469826767,3.480464181,3.491216323,3.502056126,3.512953707,3.52387992,3.534806987,3.545707009,3.55654916,3.56729655,3.577904037,3.588318363,3.598481462,3.608336615,3.617835644,3.626944628,3.635646275,3.643938581,3.651830914,3.659339221,3.666481832,3.673276604,3.679739585,3.685884913,3.691725553,3.697274445,3.702545672,3.707555396,3.712322371,3.716867974,3.72121578,3.725390794,3.729418484,3.733323767,3.737130092,3.740858701,3.744528129,3.748153944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196302,2.811924717,2.83416969,2.84884074,2.855267465,2.855123121,2.852848817,2.854005606,2.861963897,2.876252392,2.894286836,2.91390264,2.934045579,2.953934446,2.972588376,2.989517308,3.005284279,3.020929874,3.037138748,3.054052126,3.071507883,3.089279424,3.10720796,3.125236395,3.143374322,3.161650578,3.180077956,3.198624992,3.217200106,3.235661896,3.253852254,3.271630349,3.28888982,3.305558867,3.321593351,3.33697248,3.351701281,3.365818656,3.379405949,3.39258912,3.405528862,3.418397643,3.4313492,3.444490664,3.457866983,3.471461643,3.485210731,3.499023114,3.512799394,3.52644506,3.539876566,3.553021699,3.565817086,3.578206163,3.590140244,3.601583403,3.612519227,3.622955674,3.632924772,3.642476558,3.651669557,3.660561159,3.669200427,3.677624149,3.685855741,3.693906041,3.701775158,3.709454791,3.716930692,3.724185105,3.731199062,3.737954442,3.744435684,3.750631083,3.756533628,3.762141401,3.767457588,3.77249019,3.777251519,3.781757571,3.786027344,3.790082142,3.793944915,3.797639639,3.80119077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196303,2.786800632,2.833048014,2.875462264,2.911431329,2.939501539,2.959992039,2.974879444,2.986721336,2.997556308,3.008623528,3.020650808,3.034095998,3.049142722,3.065628244,3.083024705,3.100445398,3.116873519,3.131721013,3.145147578,3.157759839,3.17016358,3.182777886,3.195839394,3.20943798,3.223541863,3.238030411,3.252739605,3.267504055,3.282181911,3.296661902,3.31085948,3.324710046,3.338165309,3.351196225,3.363802871,3.376028087,3.387968402,3.399774218,3.411633536,3.423740019,3.436254314,3.449272046,3.462809333,3.476808518,3.49115859,3.505720821,3.520351273,3.534915587,3.549295366,3.563388067,3.577103783,3.590362606,3.603095525,3.615249779,3.626796604,3.637737134,3.648102586,3.65794777,3.66734036,3.676349763,3.685038564,3.693457639,3.701644469,3.709623616,3.717408318,3.725002545,3.73240314,3.739601923,3.746587715,3.753348249,3.759871913,3.766149244,3.772174113,3.777944523,3.783463028,3.788736779,3.793777278,3.798599892,3.803223231,3.807668444,3.811958499,3.8161175,3.820170053,3.824140727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
