maturity,model,gap,r2,pval,macro_gain
36,RW,0,0.906739909644296,2.8967840930427258e-06,0.07686220966335111
36,XGB (Fwd),1,0.30228502325135276,0.00012519691778367648,0.16995449198829982
36,XGB (Macro+Fwd),1,0.4722395152396526,6.344575836214617e-05,0.16995449198829982
36,RW,1,0.781394393605152,6.705606088952543e-06,0.16995449198829982
36,XGB (Fwd),2,0.1921217792224571,0.00026311955349012095,0.18191492082903538
36,XGB (Macro+Fwd),2,0.3740367000514925,0.00010623823606226157,0.18191492082903538
36,RW,2,0.6508902685516247,1.4873784156432812e-05,0.18191492082903538
36,XGB (Fwd),3,0.10264347364394533,0.0005263140600355598,0.16121286669215018
36,XGB (Macro+Fwd),3,0.2638563403360955,0.00020063939130554598,0.16121286669215018
36,RW,3,0.5329403312866905,2.825973725106845e-05,0.16121286669215018
36,XGB (Fwd),4,0.028764593920239112,0.001219986596578182,0.16108449785763523
36,XGB (Macro+Fwd),4,0.18984909177787435,0.00039835762984030687,0.16108449785763523
36,RW,4,0.43729876291750525,4.22678999567605e-05,0.16108449785763523
36,XGB (Fwd),5,-0.050424203756896935,0.0028554314133294456,0.13256760203582973
36,XGB (Macro+Fwd),5,0.0821433982789328,0.0009350206816327589,0.13256760203582973
36,RW,5,0.3554499440582296,4.730666715968557e-05,0.13256760203582973
36,XGB (Fwd),6,-0.1377709537597811,0.007322879372508528,0.14897430684105628
36,XGB (Macro+Fwd),6,0.01120335308127518,0.0020796430717294756,0.14897430684105628
36,RW,6,0.2809176743550762,5.225225731131378e-05,0.14897430684105628
36,XGB (Fwd),7,-0.19329465805959178,0.009419887223860446,0.18101069888700128
36,XGB (Macro+Fwd),7,-0.012283959172590508,0.004152139913337405,0.18101069888700128
36,RW,7,0.19251357128837576,8.740670543094797e-05,0.18101069888700128
36,XGB (Fwd),8,-0.30933154416862196,0.04376534259138021,0.219286968020461
36,XGB (Macro+Fwd),8,-0.09004457614816097,0.009502904936110168,0.219286968020461
36,RW,8,0.07675858162148874,0.0002290231333615944,0.219286968020461
36,XGB (Fwd),9,-0.3571153185982259,0.05707158981690996,0.12619188290228234
36,XGB (Macro+Fwd),9,-0.23092343569594354,0.020136664523829784,0.12619188290228234
36,RW,9,-0.07163621664301556,0.0009293560468661699,0.12619188290228234
36,XGB (Fwd),10,-0.3913062514662373,0.043520828497640496,0.20664485136020416
36,XGB (Macro+Fwd),10,-0.18466140010603316,0.02812403183783052,0.20664485136020416
36,RW,10,-0.22633720057050732,0.00405035901807449,0.20664485136020416
36,XGB (Fwd),11,-0.4519844174897967,0.0643059933900233,0.2148138716716499
36,XGB (Macro+Fwd),11,-0.23717054581814678,0.0408299092061275,0.2148138716716499
36,RW,11,-0.37279116762482034,0.015024307083572941,0.2148138716716499
48,XGB (Fwd),0,0.5194655051873519,1.3537930051210623e-05,0.036731180309483746
48,XGB (Macro+Fwd),0,0.5561966854968357,2.552842172154346e-05,0.036731180309483746
48,RW,0,0.8888668952914052,2.0993611803410417e-06,0.036731180309483746
48,XGB (Fwd),1,0.32469412247853624,7.381670149997355e-05,0.11028781831717493
48,XGB (Macro+Fwd),1,0.4349819407957112,6.23855036200327e-05,0.11028781831717493
48,RW,1,0.7438009442276016,6.532261023650676e-06,0.11028781831717493
48,XGB (Fwd),2,0.21326609232721871,0.00013050935443570388,0.12547672829815715
48,XGB (Macro+Fwd),2,0.33874282062537586,6.362552987559944e-05,0.12547672829815715
48,RW,2,0.5991496291351845,1.7349610512029656e-05,0.12547672829815715
48,XGB (Fwd),3,0.10912936955827968,0.0002850429106660002,0.15476327949126611
48,XGB (Macro+Fwd),3,0.2638926490495458,0.00020364876997713832,0.15476327949126611
48,RW,3,0.4672157781866939,3.8249355320374434e-05,0.15476327949126611
48,XGB (Fwd),4,0.014759807260209645,0.0007473012667552625,0.12861657891279898
48,XGB (Macro+Fwd),4,0.14337638617300863,0.0004541916187277284,0.12861657891279898
48,RW,4,0.3557353406184458,6.612118924087529e-05,0.12861657891279898
48,XGB (Fwd),5,-0.059022250571841406,0.0015390802226101785,0.13254274801416888
48,XGB (Macro+Fwd),5,0.07352049744232747,0.001099293033302362,0.13254274801416888
48,RW,5,0.2602364171234752,8.521996250987485e-05,0.13254274801416888
48,XGB (Fwd),6,-0.15469817419616327,0.003933297147359571,0.15252652490087248
48,XGB (Macro+Fwd),6,-0.0021716492952907895,0.002216992043838739,0.15252652490087248
48,RW,6,0.17777981530851883,0.00010368175823249892,0.15252652490087248
48,XGB (Fwd),7,-0.2474751956718051,0.010874069467024627,0.2433300333062549
48,XGB (Macro+Fwd),7,-0.004145162365550181,0.0032401069985026343,0.2433300333062549
48,RW,7,0.0829616529868733,0.0001950140434873182,0.2433300333062549
48,XGB (Fwd),8,-0.376144775540572,0.023188736428513268,0.20494720451908055
48,XGB (Macro+Fwd),8,-0.17119757102149147,0.012384130543485972,0.20494720451908055
48,RW,8,-0.037080642721989854,0.0005760927771066848,0.20494720451908055
48,XGB (Fwd),9,-0.440522184551043,0.04790398250169481,0.1902081617061977
48,XGB (Macro+Fwd),9,-0.2503140228448453,0.02404021934938083,0.1902081617061977
48,RW,9,-0.19393062773418368,0.002703587778489669,0.1902081617061977
48,XGB (Fwd),10,-0.45378067998460625,0.06656075845126241,0.12772157787033556
48,XGB (Macro+Fwd),10,-0.3260591021142707,0.04173836576947443,0.12772157787033556
48,RW,10,-0.36102709678580003,0.01319476501204131,0.12772157787033556
48,XGB (Fwd),11,-0.5138695595578213,0.07081536192866422,0.12558938106510387
48,XGB (Macro+Fwd),11,-0.38828017849271745,0.05846008384750201,0.12558938106510387
48,RW,11,-0.5177156592479308,0.04815809177826469,0.12558938106510387
60,XGB (Fwd),0,0.5035581570123514,6.8703279654247496e-06,0.049507919704579906
60,XGB (Macro+Fwd),0,0.5530660767169313,1.527057380046326e-05,0.049507919704579906
