run_id,model,maturity,winsorized,frequency,gap,dataset,revised_macro_static_X,expanding_window_realtime,eval_period,eval_end_nominal,eval_end_effective,n_oos,r2_oos,rsz_pvalue
20260607_111806,L&N (2009) (winsor),24,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.41607059562042803,0.0037552443785195955
20260607_111806,L&N (2009) (winsor),36,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.06952416542118067,0.011036116283117847
20260607_111806,L&N (2009) (winsor),36,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.31694357054191435,0.004096268313378171
20260607_111806,L&N (2009) (winsor),48,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.0453804166881846,0.0158057394280805
20260607_111806,L&N (2009) (winsor),48,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.27073397297750046,0.011254162396435285
20260607_111806,L&N (2009) (winsor),60,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.03249730877380541,0.012711220422378045
20260607_111806,L&N (2009) (winsor),60,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.22845431679729455,0.011778799636143256
20260607_111806,L&N (2009) (winsor),84,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.026606982152526326,0.013790842898183553
20260607_111806,L&N (2009) (winsor),84,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.1878828771951746,0.014133757579389616
20260607_111806,L&N (2009) (winsor),120,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.021471875160962384,0.022206093786686698
20260607_111806,L&N (2009) (winsor),120,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.13076360931814102,0.016136590761998804
20260607_130904,L&N (2009),24,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.18727835176146201,0.021447547606165185
20260607_130904,L&N (2009),24,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-122.76717997541958,0.0024672373809379033
20260607_130904,L&N (2009) (winsor),24,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.13753259804864615,0.014999151281817613
20260607_130904,L&N (2009) (winsor),24,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.41207215339400016,0.0037552984928295174
20260607_132132,L&N (2009),24,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.18724033080424918,0.0213960850063174
20260607_132132,L&N (2009) (winsor),24,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.1374945770914333,0.01496007415101197
20260607_134136,L&N (2009),24,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.18728563529168762,0.021382896083421032
20260607_134136,L&N (2009),24,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-122.78972692547931,0.0024571766771084302
20260607_134136,L&N (2009),36,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.10521714897770784,0.017086204444501263
20260607_134136,L&N (2009),36,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-109.30057258525352,0.12262652486286452
20260607_134136,L&N (2009),48,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.07172749990733296,0.02508309491244698
20260607_134136,L&N (2009),48,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-113.51130611790552,0.603672592316979
20260607_134136,L&N (2009),60,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.05370640175385022,0.02128704734751219
20260607_134136,L&N (2009),60,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-108.14099665247498,0.6098575108716635
20260607_134136,L&N (2009),84,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.04577038038303405,0.030641476618594954
20260607_134136,L&N (2009),84,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-124.95012648501908,0.4609911847248419
20260607_134136,L&N (2009),120,False,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.029861725009133977,0.025696200448475537
20260607_134136,L&N (2009),120,False,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-97.61895319548663,0.07259442061545729
20260607_134136,L&N (2009) (winsor),24,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.13753988157887176,0.014950171793450817
20260607_134136,L&N (2009) (winsor),24,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.4196500578303006,0.003753903862205421
20260607_134136,L&N (2009) (winsor),36,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.06941389745659121,0.010947293910874345
20260607_134136,L&N (2009) (winsor),36,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.3122306024062673,0.004048226041499681
20260607_134136,L&N (2009) (winsor),48,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.04557926813180324,0.0160007529850823
20260607_134136,L&N (2009) (winsor),48,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.27188200339851676,0.011373651991688494
20260607_134136,L&N (2009) (winsor),60,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.032655342366896045,0.0128782868732773
20260607_134136,L&N (2009) (winsor),60,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.22729320631174543,0.0119074948894069
20260607_134136,L&N (2009) (winsor),84,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.026591718740135883,0.013793302158660814
20260607_134136,L&N (2009) (winsor),84,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.18771050417831714,0.014091826372264804
20260607_134136,L&N (2009) (winsor),120,True,monthly,0,kr,False,True,2018,2018-12-31,2018-11-30,347,-0.02144797151088662,0.02219678335537989
20260607_134136,L&N (2009) (winsor),120,True,monthly,0,kr,False,True,2025,2025-06-30,2025-05-31,425,-0.13162787041941826,0.016017301089596758
